---------------------------------------
Begin Slurm Prolog: Aug-04-2026 07:31:07
Job ID:    11666786
User ID:   clinder9
Account:   gts-mtao8
Job name:  autoresearch
Partition: gpu-h100
QOS:       inferno
---------------------------------------
here
here
Resolved 54 packages in 1ms
Audited 47 packages in 19ms
here
Cache directory: /storage/home/hcoda1/7/clinder9/.cache/autoresearch

Data: all 11 shards already downloaded at /storage/home/hcoda1/7/clinder9/.cache/autoresearch/data

Tokenizer: already trained at /storage/home/hcoda1/7/clinder9/.cache/autoresearch/tokenizer

Done! Ready to train.
here
train
Starting cuda cuda
nproc_per_node 1 1
['c_q', 'c_k', 'c_v']
<class '__main__.GPTConfig'>
type Adam cuda cuda
Parameter counts:
  wte                     : 25,165,824
  value_embeds            : 150,994,944
  lm_head                 : 25,165,824
  transformer_matrices    : 84,935,808
  scalars                 : 24
  total                   : 286,262,424
attn_m:  ['c_q', 'c_k', 'c_v']
stiefel_type:  Adam
stiefel optimizer is None:  True
step 00000 (0.0%) | loss: 10.397415 | lrm: 1.00 | dt: 42897ms | tok/sec: 6,111 | mfu: 0.5% | epoch: 1 | remaining: 3600s    Percent tokens: 0.0%
step 00001 (0.0%) | loss: 10.174336 | lrm: 1.00 | dt: 879ms | tok/sec: 298,388 | mfu: 24.2% | epoch: 1 | remaining: 3600s    Percent tokens: 0.0%
step 00002 (0.0%) | loss: 9.498407 | lrm: 1.00 | dt: 882ms | tok/sec: 297,149 | mfu: 24.1% | epoch: 1 | remaining: 3600s    Percent tokens: 0.0%
step 00003 (0.0%) | loss: 8.820036 | lrm: 1.00 | dt: 881ms | tok/sec: 297,649 | mfu: 24.1% | epoch: 1 | remaining: 3600s    Percent tokens: 0.0%
step 00004 (0.0%) | loss: 8.276519 | lrm: 1.00 | dt: 879ms | tok/sec: 298,109 | mfu: 24.2% | epoch: 1 | remaining: 3600s    Percent tokens: 0.0%
step 00005 (0.0%) | loss: 7.854844 | lrm: 1.00 | dt: 880ms | tok/sec: 297,723 | mfu: 24.1% | epoch: 1 | remaining: 3600s    Percent tokens: 0.0%
step 00006 (0.0%) | loss: 7.518709 | lrm: 1.00 | dt: 883ms | tok/sec: 296,765 | mfu: 24.1% | epoch: 1 | remaining: 3600s    Percent tokens: 0.0%
step 00007 (0.0%) | loss: 7.244309 | lrm: 1.00 | dt: 884ms | tok/sec: 296,422 | mfu: 24.0% | epoch: 1 | remaining: 3600s    Percent tokens: 0.0%
step 00008 (0.1%) | loss: 7.002503 | lrm: 1.00 | dt: 882ms | tok/sec: 297,197 | mfu: 24.1% | epoch: 1 | remaining: 3600s    Percent tokens: 0.1%
step 00009 (0.1%) | loss: 6.803587 | lrm: 1.00 | dt: 883ms | tok/sec: 297,032 | mfu: 24.1% | epoch: 1 | remaining: 3600s    Percent tokens: 0.1%
step 00010 (0.1%) | loss: 6.656509 | lrm: 1.00 | dt: 882ms | tok/sec: 297,144 | mfu: 24.1% | epoch: 1 | remaining: 3600s    Percent tokens: 0.1%
step 00011 (0.1%) | loss: 6.513306 | lrm: 1.00 | dt: 884ms | tok/sec: 296,517 | mfu: 24.0% | epoch: 1 | remaining: 3599s    Percent tokens: 0.1%
step 00012 (0.1%) | loss: 6.380099 | lrm: 1.00 | dt: 884ms | tok/sec: 296,571 | mfu: 24.0% | epoch: 1 | remaining: 3598s    Percent tokens: 0.1%
step 00013 (0.1%) | loss: 6.275320 | lrm: 1.00 | dt: 882ms | tok/sec: 297,158 | mfu: 24.1% | epoch: 1 | remaining: 3597s    Percent tokens: 0.1%
step 00014 (0.1%) | loss: 6.189361 | lrm: 1.00 | dt: 885ms | tok/sec: 296,082 | mfu: 24.0% | epoch: 1 | remaining: 3596s    Percent tokens: 0.1%
step 00015 (0.1%) | loss: 6.106986 | lrm: 1.00 | dt: 884ms | tok/sec: 296,599 | mfu: 24.0% | epoch: 1 | remaining: 3596s    Percent tokens: 0.1%
step 00016 (0.1%) | loss: 6.036772 | lrm: 1.00 | dt: 886ms | tok/sec: 295,807 | mfu: 24.0% | epoch: 1 | remaining: 3595s    Percent tokens: 0.1%
